Column1,GOSlim_bin
PiuraChilensis_v1_contig_8164,cell cycle and proliferation
PiuraChilensis_v1_contig_8164,cell organization and biogenesis
PiuraChilensis_v1_contig_8164,other biological processes
PiuraChilensis_v1_contig_2894,developmental processes
PiuraChilensis_v1_contig_9266,developmental processes
PiuraChilensis_v1_contig_9266,cell adhesion
PiuraChilensis_v1_contig_2894,cell adhesion
PiuraChilensis_v1_contig_9266,signal transduction
PiuraChilensis_v1_contig_2894,other biological processes
PiuraChilensis_v1_contig_9266,other biological processes
PiuraChilensis_v1_contig_2984,transport
PiuraChilensis_v1_contig_1432,transport
PiuraChilensis_v1_contig_15012,RNA metabolism
PiuraChilensis_v1_contig_462,transport
PiuraChilensis_v1_contig_462,other biological processes
PiuraChilensis_v1_contig_462,developmental processes
PiuraChilensis_v1_contig_6823,other metabolic processes
PiuraChilensis_v1_contig_1657,transport
PiuraChilensis_v1_contig_1657,other biological processes
PiuraChilensis_v1_contig_1878,RNA metabolism
PiuraChilensis_v1_contig_1878,protein metabolism
PiuraChilensis_v1_contig_1878,cell cycle and proliferation
PiuraChilensis_v1_contig_1878,cell organization and biogenesis
PiuraChilensis_v1_contig_9611,other biological processes
PiuraChilensis_v1_contig_7757,other metabolic processes
PiuraChilensis_v1_contig_3462,transport
PiuraChilensis_v1_contig_3462,other metabolic processes
PiuraChilensis_v1_contig_7444,transport
PiuraChilensis_v1_contig_4672,transport
PiuraChilensis_v1_contig_573,developmental processes
PiuraChilensis_v1_contig_574,other biological processes
PiuraChilensis_v1_contig_574,cell organization and biogenesis
PiuraChilensis_v1_contig_573,other biological processes
PiuraChilensis_v1_contig_10591,cell adhesion
PiuraChilensis_v1_contig_12215,other metabolic processes
PiuraChilensis_v1_contig_3998,other metabolic processes
PiuraChilensis_v1_contig_3998,transport
PiuraChilensis_v1_contig_3998,cell organization and biogenesis
PiuraChilensis_v1_contig_3998,other biological processes
PiuraChilensis_v1_contig_3998,stress response
PiuraChilensis_v1_contig_11417,protein metabolism
PiuraChilensis_v1_contig_11417,signal transduction
PiuraChilensis_v1_contig_676,cell cycle and proliferation
PiuraChilensis_v1_contig_676,developmental processes
PiuraChilensis_v1_contig_676,signal transduction
PiuraChilensis_v1_contig_676,protein metabolism
PiuraChilensis_v1_contig_12974,DNA metabolism
PiuraChilensis_v1_contig_14552,DNA metabolism
PiuraChilensis_v1_contig_14579,DNA metabolism
PiuraChilensis_v1_contig_14652,DNA metabolism
PiuraChilensis_v1_contig_15004,DNA metabolism
PiuraChilensis_v1_contig_5081,DNA metabolism
PiuraChilensis_v1_contig_6285,DNA metabolism
PiuraChilensis_v1_contig_14535,other metabolic processes
PiuraChilensis_v1_contig_14535,other biological processes
PiuraChilensis_v1_contig_3784,other metabolic processes
PiuraChilensis_v1_contig_5801,other metabolic processes
PiuraChilensis_v1_contig_9986,signal transduction
PiuraChilensis_v1_contig_9986,other metabolic processes
PiuraChilensis_v1_contig_9986,cell organization and biogenesis
PiuraChilensis_v1_contig_4861,other metabolic processes
PiuraChilensis_v1_contig_12670,stress response
PiuraChilensis_v1_contig_12670,DNA metabolism
PiuraChilensis_v1_contig_5629,stress response
PiuraChilensis_v1_contig_5629,cell cycle and proliferation
PiuraChilensis_v1_contig_5629,developmental processes
PiuraChilensis_v1_contig_5629,other biological processes
PiuraChilensis_v1_contig_5629,other metabolic processes
PiuraChilensis_v1_contig_4641,transport
PiuraChilensis_v1_contig_721,transport
PiuraChilensis_v1_contig_4641,other metabolic processes
PiuraChilensis_v1_contig_2497,developmental processes
PiuraChilensis_v1_contig_2497,cell organization and biogenesis
PiuraChilensis_v1_contig_2497,other biological processes
PiuraChilensis_v1_contig_2497,protein metabolism
PiuraChilensis_v1_contig_14531,other metabolic processes
PiuraChilensis_v1_contig_6427,stress response
PiuraChilensis_v1_contig_6427,other metabolic processes
PiuraChilensis_v1_contig_10020,developmental processes
PiuraChilensis_v1_contig_6427,other biological processes
PiuraChilensis_v1_contig_10020,other biological processes
PiuraChilensis_v1_contig_6427,developmental processes
PiuraChilensis_v1_contig_6935,protein metabolism
PiuraChilensis_v1_contig_11926,other biological processes
PiuraChilensis_v1_contig_11926,developmental processes
PiuraChilensis_v1_contig_11926,other metabolic processes
PiuraChilensis_v1_contig_11926,stress response
PiuraChilensis_v1_contig_11926,death
PiuraChilensis_v1_contig_4689,protein metabolism
PiuraChilensis_v1_contig_5431,other metabolic processes
PiuraChilensis_v1_contig_4268,other metabolic processes
PiuraChilensis_v1_contig_5737,other biological processes
PiuraChilensis_v1_contig_5737,other metabolic processes
PiuraChilensis_v1_contig_2358,stress response
PiuraChilensis_v1_contig_2358,other metabolic processes
PiuraChilensis_v1_contig_2358,protein metabolism
PiuraChilensis_v1_contig_2358,other biological processes
PiuraChilensis_v1_contig_2358,cell cycle and proliferation
PiuraChilensis_v1_contig_2358,developmental processes
PiuraChilensis_v1_contig_2358,death
PiuraChilensis_v1_contig_9855,signal transduction
PiuraChilensis_v1_contig_9855,stress response
PiuraChilensis_v1_contig_9855,RNA metabolism
PiuraChilensis_v1_contig_1661,transport
PiuraChilensis_v1_contig_7180,other biological processes
PiuraChilensis_v1_contig_7180,developmental processes
PiuraChilensis_v1_contig_4322,other metabolic processes
PiuraChilensis_v1_contig_5134,other metabolic processes
PiuraChilensis_v1_contig_12487,other metabolic processes
PiuraChilensis_v1_contig_12487,stress response
PiuraChilensis_v1_contig_5134,stress response
PiuraChilensis_v1_contig_12487,cell organization and biogenesis
PiuraChilensis_v1_contig_5134,cell organization and biogenesis
PiuraChilensis_v1_contig_5134,other biological processes
PiuraChilensis_v1_contig_2570,cell organization and biogenesis
PiuraChilensis_v1_contig_1500,other metabolic processes
PiuraChilensis_v1_contig_1500,cell organization and biogenesis
PiuraChilensis_v1_contig_1500,transport
PiuraChilensis_v1_contig_1500,developmental processes
PiuraChilensis_v1_contig_12444,other biological processes
PiuraChilensis_v1_contig_1500,other biological processes
PiuraChilensis_v1_contig_3661,protein metabolism
PiuraChilensis_v1_contig_3661,cell cycle and proliferation
PiuraChilensis_v1_contig_3661,other biological processes
PiuraChilensis_v1_contig_3661,other metabolic processes
PiuraChilensis_v1_contig_3661,transport
PiuraChilensis_v1_contig_3661,cell-cell signaling
PiuraChilensis_v1_contig_3661,signal transduction
PiuraChilensis_v1_contig_14201,other metabolic processes
PiuraChilensis_v1_contig_3818,other metabolic processes
PiuraChilensis_v1_contig_14201,signal transduction
PiuraChilensis_v1_contig_3818,signal transduction
PiuraChilensis_v1_contig_14201,transport
PiuraChilensis_v1_contig_3818,transport
PiuraChilensis_v1_contig_3818,other biological processes
PiuraChilensis_v1_contig_14201,other biological processes
PiuraChilensis_v1_contig_14798,transport
PiuraChilensis_v1_contig_8610,transport
PiuraChilensis_v1_contig_14880,other biological processes
PiuraChilensis_v1_contig_10664,other biological processes
PiuraChilensis_v1_contig_14798,other biological processes
PiuraChilensis_v1_contig_8610,other biological processes
PiuraChilensis_v1_contig_10664,stress response
PiuraChilensis_v1_contig_14798,stress response
PiuraChilensis_v1_contig_8610,stress response
PiuraChilensis_v1_contig_10664,cell adhesion
PiuraChilensis_v1_contig_14798,cell adhesion
PiuraChilensis_v1_contig_8610,cell adhesion
PiuraChilensis_v1_contig_14880,cell adhesion
PiuraChilensis_v1_contig_14880,stress response
PiuraChilensis_v1_contig_14798,developmental processes
PiuraChilensis_v1_contig_8610,developmental processes
PiuraChilensis_v1_contig_7865,transport
PiuraChilensis_v1_contig_13086,other metabolic processes
PiuraChilensis_v1_contig_13086,transport
PiuraChilensis_v1_contig_12434,RNA metabolism
PiuraChilensis_v1_contig_12434,developmental processes
PiuraChilensis_v1_contig_12434,signal transduction
PiuraChilensis_v1_contig_12434,other biological processes
PiuraChilensis_v1_contig_6937,developmental processes
PiuraChilensis_v1_contig_6937,cell organization and biogenesis
PiuraChilensis_v1_contig_6937,signal transduction
PiuraChilensis_v1_contig_6937,other biological processes
PiuraChilensis_v1_contig_2432,other metabolic processes
PiuraChilensis_v1_contig_14065,DNA metabolism
PiuraChilensis_v1_contig_12631,other metabolic processes
PiuraChilensis_v1_contig_12067,cell organization and biogenesis
PiuraChilensis_v1_contig_12067,protein metabolism
PiuraChilensis_v1_contig_12067,other biological processes
PiuraChilensis_v1_contig_8680,cell adhesion
PiuraChilensis_v1_contig_8680,signal transduction
PiuraChilensis_v1_contig_12067,cell cycle and proliferation
PiuraChilensis_v1_contig_8680,other metabolic processes
PiuraChilensis_v1_contig_8680,other biological processes
PiuraChilensis_v1_contig_8680,protein metabolism
PiuraChilensis_v1_contig_8680,cell organization and biogenesis
PiuraChilensis_v1_contig_8680,RNA metabolism
PiuraChilensis_v1_contig_4542,protein metabolism
PiuraChilensis_v1_contig_4542,developmental processes
PiuraChilensis_v1_contig_4542,cell organization and biogenesis
PiuraChilensis_v1_contig_4542,other metabolic processes
PiuraChilensis_v1_contig_11261,stress response
PiuraChilensis_v1_contig_11261,developmental processes
PiuraChilensis_v1_contig_4785,protein metabolism
PiuraChilensis_v1_contig_14540,other metabolic processes
PiuraChilensis_v1_contig_14540,other biological processes
PiuraChilensis_v1_contig_7071,other metabolic processes
PiuraChilensis_v1_contig_7112,RNA metabolism
PiuraChilensis_v1_contig_91,other biological processes
PiuraChilensis_v1_contig_91,cell cycle and proliferation
PiuraChilensis_v1_contig_91,cell organization and biogenesis
PiuraChilensis_v1_contig_91,developmental processes
PiuraChilensis_v1_contig_865,transport
PiuraChilensis_v1_contig_5890,RNA metabolism
PiuraChilensis_v1_contig_1431,RNA metabolism
PiuraChilensis_v1_contig_3482,transport
PiuraChilensis_v1_contig_14054,other metabolic processes
PiuraChilensis_v1_contig_61,other biological processes
PiuraChilensis_v1_contig_61,other metabolic processes
PiuraChilensis_v1_contig_89,other metabolic processes
PiuraChilensis_v1_contig_6620,other metabolic processes
PiuraChilensis_v1_contig_11414,stress response
PiuraChilensis_v1_contig_11414,transport
PiuraChilensis_v1_contig_4669,stress response
PiuraChilensis_v1_contig_4669,protein metabolism
PiuraChilensis_v1_contig_482,cell cycle and proliferation
PiuraChilensis_v1_contig_482,protein metabolism
PiuraChilensis_v1_contig_482,developmental processes
PiuraChilensis_v1_contig_482,death
PiuraChilensis_v1_contig_482,other metabolic processes
PiuraChilensis_v1_contig_482,RNA metabolism
PiuraChilensis_v1_contig_482,other biological processes
PiuraChilensis_v1_contig_7959,protein metabolism
PiuraChilensis_v1_contig_4563,protein metabolism
PiuraChilensis_v1_contig_9323,protein metabolism
PiuraChilensis_v1_contig_9398,protein metabolism
PiuraChilensis_v1_contig_2517,protein metabolism
PiuraChilensis_v1_contig_4800,protein metabolism
PiuraChilensis_v1_contig_7959,signal transduction
PiuraChilensis_v1_contig_4563,signal transduction
PiuraChilensis_v1_contig_5763,signal transduction
PiuraChilensis_v1_contig_9398,other metabolic processes
PiuraChilensis_v1_contig_8770,cell cycle and proliferation
PiuraChilensis_v1_contig_8770,developmental processes
PiuraChilensis_v1_contig_8770,stress response
PiuraChilensis_v1_contig_8770,DNA metabolism
PiuraChilensis_v1_contig_8770,RNA metabolism
PiuraChilensis_v1_contig_8770,cell organization and biogenesis
PiuraChilensis_v1_contig_8770,protein metabolism
PiuraChilensis_v1_contig_8770,other biological processes
PiuraChilensis_v1_contig_8770,other metabolic processes
PiuraChilensis_v1_contig_4593,developmental processes
PiuraChilensis_v1_contig_4593,death
PiuraChilensis_v1_contig_4593,other biological processes
PiuraChilensis_v1_contig_4593,RNA metabolism
PiuraChilensis_v1_contig_4593,other metabolic processes
PiuraChilensis_v1_contig_2053,RNA metabolism
PiuraChilensis_v1_contig_2053,other biological processes
PiuraChilensis_v1_contig_2053,signal transduction
PiuraChilensis_v1_contig_6545,other metabolic processes
PiuraChilensis_v1_contig_5453,other metabolic processes
PiuraChilensis_v1_contig_5453,developmental processes
PiuraChilensis_v1_contig_5453,other biological processes
PiuraChilensis_v1_contig_5567,other biological processes
PiuraChilensis_v1_contig_12925,other metabolic processes
PiuraChilensis_v1_contig_5907,signal transduction
PiuraChilensis_v1_contig_12925,signal transduction
PiuraChilensis_v1_contig_5907,other metabolic processes
PiuraChilensis_v1_contig_12925,other biological processes
PiuraChilensis_v1_contig_5907,other biological processes
PiuraChilensis_v1_contig_1043,other metabolic processes
PiuraChilensis_v1_contig_2797,other metabolic processes
PiuraChilensis_v1_contig_2797,other biological processes
PiuraChilensis_v1_contig_3779,RNA metabolism
PiuraChilensis_v1_contig_10522,protein metabolism
PiuraChilensis_v1_contig_2847,protein metabolism
PiuraChilensis_v1_contig_2892,protein metabolism
PiuraChilensis_v1_contig_3968,protein metabolism
PiuraChilensis_v1_contig_4478,protein metabolism
PiuraChilensis_v1_contig_4511,protein metabolism
PiuraChilensis_v1_contig_10522,developmental processes
PiuraChilensis_v1_contig_10522,cell organization and biogenesis
PiuraChilensis_v1_contig_2847,developmental processes
PiuraChilensis_v1_contig_2847,cell organization and biogenesis
PiuraChilensis_v1_contig_2892,developmental processes
PiuraChilensis_v1_contig_2892,cell organization and biogenesis
PiuraChilensis_v1_contig_3968,developmental processes
PiuraChilensis_v1_contig_3968,cell organization and biogenesis
PiuraChilensis_v1_contig_4478,developmental processes
PiuraChilensis_v1_contig_4478,cell organization and biogenesis
PiuraChilensis_v1_contig_4511,developmental processes
PiuraChilensis_v1_contig_4511,cell organization and biogenesis
PiuraChilensis_v1_contig_10522,other metabolic processes
PiuraChilensis_v1_contig_2847,other metabolic processes
PiuraChilensis_v1_contig_2892,other metabolic processes
PiuraChilensis_v1_contig_3968,other metabolic processes
PiuraChilensis_v1_contig_4478,other metabolic processes
PiuraChilensis_v1_contig_4511,other metabolic processes
PiuraChilensis_v1_contig_5413,cell organization and biogenesis
PiuraChilensis_v1_contig_14306,cell cycle and proliferation
PiuraChilensis_v1_contig_14306,cell organization and biogenesis
PiuraChilensis_v1_contig_14306,other biological processes
