Column1,Column2,Column1,Column2
PiuraChilensis_v1_contig_14090,0.692202,PiuraChilensis_v1_contig_14090,other biological processes
PiuraChilensis_v1_contig_14090,0.692202,PiuraChilensis_v1_contig_14090,signal transduction
PiuraChilensis_v1_contig_14091,1.10544,,
PiuraChilensis_v1_contig_14092,0.601373,PiuraChilensis_v1_contig_14092,other metabolic processes
PiuraChilensis_v1_contig_14092,0.601373,PiuraChilensis_v1_contig_14092,transport
PiuraChilensis_v1_contig_14093,1.11969,,
PiuraChilensis_v1_contig_14094,0.470286,,
PiuraChilensis_v1_contig_14095,0.537005,,
PiuraChilensis_v1_contig_14096,0.469038,,
PiuraChilensis_v1_contig_14097,0.859359,,
PiuraChilensis_v1_contig_14098,0.774637,PiuraChilensis_v1_contig_14098,other biological processes
PiuraChilensis_v1_contig_14099,0.879133,,
PiuraChilensis_v1_contig_141,0.767387,PiuraChilensis_v1_contig_141,developmental processes
PiuraChilensis_v1_contig_1410,0.926403,PiuraChilensis_v1_contig_1410,protein metabolism
PiuraChilensis_v1_contig_14100,0.519055,,
PiuraChilensis_v1_contig_14101,1.7894,,
PiuraChilensis_v1_contig_14102,1.00165,PiuraChilensis_v1_contig_14102,protein metabolism
PiuraChilensis_v1_contig_14103,0.571246,,
PiuraChilensis_v1_contig_14104,0.865258,,
PiuraChilensis_v1_contig_14105,1.04587,,
PiuraChilensis_v1_contig_14106,0.831517,,
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,DNA metabolism
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,cell adhesion
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,cell cycle and proliferation
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,cell organization and biogenesis
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,developmental processes
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,other metabolic processes
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,protein metabolism
PiuraChilensis_v1_contig_14107,0.803676,PiuraChilensis_v1_contig_14107,signal transduction
PiuraChilensis_v1_contig_14108,0.961626,PiuraChilensis_v1_contig_14108,other biological processes
PiuraChilensis_v1_contig_14109,0.968959,,
PiuraChilensis_v1_contig_1411,0.594784,,
PiuraChilensis_v1_contig_14110,0.657507,PiuraChilensis_v1_contig_14110,RNA metabolism
PiuraChilensis_v1_contig_14110,0.657507,PiuraChilensis_v1_contig_14110,protein metabolism
PiuraChilensis_v1_contig_14111,0.933796,PiuraChilensis_v1_contig_14111,cell organization and biogenesis
PiuraChilensis_v1_contig_14111,0.933796,PiuraChilensis_v1_contig_14111,death
PiuraChilensis_v1_contig_14111,0.933796,PiuraChilensis_v1_contig_14111,other biological processes
PiuraChilensis_v1_contig_14111,0.933796,PiuraChilensis_v1_contig_14111,stress response
PiuraChilensis_v1_contig_14111,0.933796,PiuraChilensis_v1_contig_14111,transport
PiuraChilensis_v1_contig_14112,0.681402,PiuraChilensis_v1_contig_14112,RNA metabolism
PiuraChilensis_v1_contig_14113,0.528702,PiuraChilensis_v1_contig_14113,other metabolic processes
PiuraChilensis_v1_contig_14114,1.3287,,
PiuraChilensis_v1_contig_14115,0.71844,PiuraChilensis_v1_contig_14115,other metabolic processes
PiuraChilensis_v1_contig_14116,0.926103,,
PiuraChilensis_v1_contig_14117,0.846225,PiuraChilensis_v1_contig_14117,RNA metabolism
PiuraChilensis_v1_contig_14118,1.97958,,
PiuraChilensis_v1_contig_14119,0.483441,,
PiuraChilensis_v1_contig_1412,0.993821,PiuraChilensis_v1_contig_1412,other metabolic processes
PiuraChilensis_v1_contig_14120,0.849152,PiuraChilensis_v1_contig_14120,DNA metabolism
PiuraChilensis_v1_contig_14120,0.849152,PiuraChilensis_v1_contig_14120,protein metabolism
PiuraChilensis_v1_contig_14121,1.07247,,
PiuraChilensis_v1_contig_14122,0.755624,PiuraChilensis_v1_contig_14122,RNA metabolism
PiuraChilensis_v1_contig_14122,0.755624,PiuraChilensis_v1_contig_14122,death
PiuraChilensis_v1_contig_14122,0.755624,PiuraChilensis_v1_contig_14122,developmental processes
PiuraChilensis_v1_contig_14122,0.755624,PiuraChilensis_v1_contig_14122,other metabolic processes
PiuraChilensis_v1_contig_14122,0.755624,PiuraChilensis_v1_contig_14122,signal transduction
PiuraChilensis_v1_contig_14123,0.698286,PiuraChilensis_v1_contig_14123,transport
PiuraChilensis_v1_contig_14124,0.261533,,
PiuraChilensis_v1_contig_14125,0.708465,PiuraChilensis_v1_contig_14125,RNA metabolism
PiuraChilensis_v1_contig_14126,1.04853,PiuraChilensis_v1_contig_14126,other biological processes
PiuraChilensis_v1_contig_14126,1.04853,PiuraChilensis_v1_contig_14126,protein metabolism
PiuraChilensis_v1_contig_14127,0.920241,,
PiuraChilensis_v1_contig_14128,0.610253,,
PiuraChilensis_v1_contig_14129,1.02981,PiuraChilensis_v1_contig_14129,signal transduction
PiuraChilensis_v1_contig_1413,0.665321,PiuraChilensis_v1_contig_1413,developmental processes
PiuraChilensis_v1_contig_1413,0.665321,PiuraChilensis_v1_contig_1413,transport
PiuraChilensis_v1_contig_14130,0.603128,,
PiuraChilensis_v1_contig_14131,1.22079,PiuraChilensis_v1_contig_14131,other biological processes
PiuraChilensis_v1_contig_14131,1.22079,PiuraChilensis_v1_contig_14131,other metabolic processes
PiuraChilensis_v1_contig_14132,1.00782,,
PiuraChilensis_v1_contig_14133,0.900337,,
PiuraChilensis_v1_contig_14134,0.611529,PiuraChilensis_v1_contig_14134,developmental processes
PiuraChilensis_v1_contig_14134,0.611529,PiuraChilensis_v1_contig_14134,other biological processes
PiuraChilensis_v1_contig_14135,1.31261,,
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,cell adhesion
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,cell cycle and proliferation
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,cell organization and biogenesis
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,protein metabolism
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,signal transduction
PiuraChilensis_v1_contig_14136,0.480884,PiuraChilensis_v1_contig_14136,transport
PiuraChilensis_v1_contig_14137,1.2775,,
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,DNA metabolism
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,cell cycle and proliferation
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,cell organization and biogenesis
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,developmental processes
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,other metabolic processes
PiuraChilensis_v1_contig_14138,0.606967,PiuraChilensis_v1_contig_14138,stress response
PiuraChilensis_v1_contig_14139,0.898689,PiuraChilensis_v1_contig_14139,RNA metabolism
PiuraChilensis_v1_contig_14139,0.898689,PiuraChilensis_v1_contig_14139,cell organization and biogenesis
PiuraChilensis_v1_contig_14139,0.898689,PiuraChilensis_v1_contig_14139,other metabolic processes
PiuraChilensis_v1_contig_14139,0.898689,PiuraChilensis_v1_contig_14139,transport
PiuraChilensis_v1_contig_1414,0.797652,,
PiuraChilensis_v1_contig_14140,0.794043,,
PiuraChilensis_v1_contig_14141,0.74249,PiuraChilensis_v1_contig_14141,RNA metabolism
PiuraChilensis_v1_contig_14142,0.798839,,
PiuraChilensis_v1_contig_14143,0.75149,,
PiuraChilensis_v1_contig_14144,1.11575,,
PiuraChilensis_v1_contig_14145,0.64982,PiuraChilensis_v1_contig_14145,other metabolic processes
PiuraChilensis_v1_contig_14146,1.25607,PiuraChilensis_v1_contig_14146,other metabolic processes
PiuraChilensis_v1_contig_14147,0.826342,,
PiuraChilensis_v1_contig_14148,0.643385,PiuraChilensis_v1_contig_14148,cell organization and biogenesis
PiuraChilensis_v1_contig_14148,0.643385,PiuraChilensis_v1_contig_14148,other metabolic processes
PiuraChilensis_v1_contig_14148,0.643385,PiuraChilensis_v1_contig_14148,stress response
PiuraChilensis_v1_contig_14148,0.643385,PiuraChilensis_v1_contig_14148,transport
PiuraChilensis_v1_contig_14149,1.41542,,
PiuraChilensis_v1_contig_1415,0.553624,PiuraChilensis_v1_contig_1415,death
PiuraChilensis_v1_contig_1415,0.553624,PiuraChilensis_v1_contig_1415,other metabolic processes
PiuraChilensis_v1_contig_1415,0.553624,PiuraChilensis_v1_contig_1415,stress response
PiuraChilensis_v1_contig_1415,0.553624,PiuraChilensis_v1_contig_1415,transport
PiuraChilensis_v1_contig_14150,0.702711,PiuraChilensis_v1_contig_14150,developmental processes
PiuraChilensis_v1_contig_14150,0.702711,PiuraChilensis_v1_contig_14150,other biological processes
PiuraChilensis_v1_contig_14150,0.702711,PiuraChilensis_v1_contig_14150,other metabolic processes
PiuraChilensis_v1_contig_14151,0.876755,PiuraChilensis_v1_contig_14151,transport
PiuraChilensis_v1_contig_14152,0.654262,,
PiuraChilensis_v1_contig_14153,0.750343,,
PiuraChilensis_v1_contig_14154,0.617864,PiuraChilensis_v1_contig_14154,protein metabolism
PiuraChilensis_v1_contig_14155,0.882814,PiuraChilensis_v1_contig_14155,protein metabolism
PiuraChilensis_v1_contig_14156,0.556251,PiuraChilensis_v1_contig_14156,other metabolic processes
PiuraChilensis_v1_contig_14157,0.758706,PiuraChilensis_v1_contig_14157,other metabolic processes
PiuraChilensis_v1_contig_14158,0.940597,,
PiuraChilensis_v1_contig_14159,1.11092,PiuraChilensis_v1_contig_14159,other biological processes
PiuraChilensis_v1_contig_1416,0.95901,,
PiuraChilensis_v1_contig_14160,0.551517,,
PiuraChilensis_v1_contig_14161,0.697895,PiuraChilensis_v1_contig_14161,other metabolic processes
PiuraChilensis_v1_contig_14162,0.6869,,
PiuraChilensis_v1_contig_14163,0.912455,PiuraChilensis_v1_contig_14163,RNA metabolism
PiuraChilensis_v1_contig_14163,0.912455,PiuraChilensis_v1_contig_14163,cell organization and biogenesis
PiuraChilensis_v1_contig_14163,0.912455,PiuraChilensis_v1_contig_14163,developmental processes
PiuraChilensis_v1_contig_14164,0.977347,,
PiuraChilensis_v1_contig_14165,1.03263,,
PiuraChilensis_v1_contig_14166,0.805972,PiuraChilensis_v1_contig_14166,other metabolic processes
PiuraChilensis_v1_contig_14166,0.805972,PiuraChilensis_v1_contig_14166,protein metabolism
PiuraChilensis_v1_contig_14166,0.805972,PiuraChilensis_v1_contig_14166,signal transduction
PiuraChilensis_v1_contig_14167,0.551703,,
PiuraChilensis_v1_contig_14168,0.745408,,
PiuraChilensis_v1_contig_14169,0.710632,,
PiuraChilensis_v1_contig_1417,0.941773,PiuraChilensis_v1_contig_1417,other biological processes
PiuraChilensis_v1_contig_14170,0.87302,PiuraChilensis_v1_contig_14170,other biological processes
PiuraChilensis_v1_contig_14170,0.87302,PiuraChilensis_v1_contig_14170,protein metabolism
PiuraChilensis_v1_contig_14171,0.44996,,
PiuraChilensis_v1_contig_14172,1.1126,,
PiuraChilensis_v1_contig_14173,0.532847,PiuraChilensis_v1_contig_14173,cell organization and biogenesis
PiuraChilensis_v1_contig_14173,0.532847,PiuraChilensis_v1_contig_14173,developmental processes
PiuraChilensis_v1_contig_14174,1.27194,,
PiuraChilensis_v1_contig_14175,0.5084,,
PiuraChilensis_v1_contig_14176,0.324648,,
PiuraChilensis_v1_contig_14177,0.358311,,
PiuraChilensis_v1_contig_14178,1.0284,,
PiuraChilensis_v1_contig_14179,0.814287,,
PiuraChilensis_v1_contig_1418,1.03407,PiuraChilensis_v1_contig_1418,cell-cell signaling
PiuraChilensis_v1_contig_1418,1.03407,PiuraChilensis_v1_contig_1418,developmental processes
PiuraChilensis_v1_contig_1418,1.03407,PiuraChilensis_v1_contig_1418,signal transduction
PiuraChilensis_v1_contig_1418,1.03407,PiuraChilensis_v1_contig_1418,transport
PiuraChilensis_v1_contig_14180,0.874267,,
PiuraChilensis_v1_contig_14181,0.848742,,
PiuraChilensis_v1_contig_14182,0.877703,PiuraChilensis_v1_contig_14182,cell cycle and proliferation
PiuraChilensis_v1_contig_14182,0.877703,PiuraChilensis_v1_contig_14182,developmental processes
PiuraChilensis_v1_contig_14182,0.877703,PiuraChilensis_v1_contig_14182,protein metabolism
PiuraChilensis_v1_contig_14182,0.877703,PiuraChilensis_v1_contig_14182,signal transduction
PiuraChilensis_v1_contig_14182,0.877703,PiuraChilensis_v1_contig_14182,stress response
PiuraChilensis_v1_contig_14183,0.311249,,
PiuraChilensis_v1_contig_14184,0.400258,,
PiuraChilensis_v1_contig_14185,0.714039,,
PiuraChilensis_v1_contig_14186,0.8994,,
PiuraChilensis_v1_contig_14187,0.68154,PiuraChilensis_v1_contig_14187,DNA metabolism
PiuraChilensis_v1_contig_14187,0.68154,PiuraChilensis_v1_contig_14187,cell cycle and proliferation
PiuraChilensis_v1_contig_14187,0.68154,PiuraChilensis_v1_contig_14187,cell organization and biogenesis
PiuraChilensis_v1_contig_14187,0.68154,PiuraChilensis_v1_contig_14187,stress response
PiuraChilensis_v1_contig_14188,0.755866,PiuraChilensis_v1_contig_14188,cell organization and biogenesis
PiuraChilensis_v1_contig_14188,0.755866,PiuraChilensis_v1_contig_14188,other metabolic processes
PiuraChilensis_v1_contig_14189,0.591791,,
PiuraChilensis_v1_contig_1419,0.828686,PiuraChilensis_v1_contig_1419,other metabolic processes
PiuraChilensis_v1_contig_14190,0.550038,,
PiuraChilensis_v1_contig_14191,0.600149,,
PiuraChilensis_v1_contig_14192,1.0768,,
PiuraChilensis_v1_contig_14193,0.974027,PiuraChilensis_v1_contig_14193,cell cycle and proliferation
PiuraChilensis_v1_contig_14193,0.974027,PiuraChilensis_v1_contig_14193,cell organization and biogenesis
PiuraChilensis_v1_contig_14193,0.974027,PiuraChilensis_v1_contig_14193,other biological processes
PiuraChilensis_v1_contig_14194,0.819653,,
PiuraChilensis_v1_contig_14195,0.586049,,
PiuraChilensis_v1_contig_14196,1.12279,,
PiuraChilensis_v1_contig_14197,0.750878,,
PiuraChilensis_v1_contig_14198,1.04467,PiuraChilensis_v1_contig_14198,RNA metabolism
PiuraChilensis_v1_contig_14198,1.04467,PiuraChilensis_v1_contig_14198,developmental processes
PiuraChilensis_v1_contig_14199,0.527228,,
PiuraChilensis_v1_contig_142,0.858438,PiuraChilensis_v1_contig_142,death
PiuraChilensis_v1_contig_142,0.858438,PiuraChilensis_v1_contig_142,other metabolic processes
PiuraChilensis_v1_contig_1420,1.06232,,
PiuraChilensis_v1_contig_14200,1.2086,,
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,cell cycle and proliferation
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,developmental processes
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,other biological processes
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,other metabolic processes
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,protein metabolism
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,signal transduction
PiuraChilensis_v1_contig_14201,1.00565,PiuraChilensis_v1_contig_14201,transport
PiuraChilensis_v1_contig_14202,1.28319,,
PiuraChilensis_v1_contig_14203,0.727511,,
PiuraChilensis_v1_contig_14204,1.00331,,
PiuraChilensis_v1_contig_14205,1.16897,PiuraChilensis_v1_contig_14205,cell organization and biogenesis
PiuraChilensis_v1_contig_14205,1.16897,PiuraChilensis_v1_contig_14205,developmental processes
PiuraChilensis_v1_contig_14205,1.16897,PiuraChilensis_v1_contig_14205,other biological processes
PiuraChilensis_v1_contig_14206,0.7424,,
PiuraChilensis_v1_contig_14207,0.346682,,
PiuraChilensis_v1_contig_14208,0.924111,,
PiuraChilensis_v1_contig_14209,0.238305,,
PiuraChilensis_v1_contig_1421,0.704224,PiuraChilensis_v1_contig_1421,DNA metabolism
PiuraChilensis_v1_contig_1421,0.704224,PiuraChilensis_v1_contig_1421,other metabolic processes
PiuraChilensis_v1_contig_1421,0.704224,PiuraChilensis_v1_contig_1421,stress response
PiuraChilensis_v1_contig_14210,0.402193,,
PiuraChilensis_v1_contig_14211,1.00935,PiuraChilensis_v1_contig_14211,signal transduction
PiuraChilensis_v1_contig_14212,0.646958,PiuraChilensis_v1_contig_14212,cell organization and biogenesis
PiuraChilensis_v1_contig_14212,0.646958,PiuraChilensis_v1_contig_14212,other metabolic processes
PiuraChilensis_v1_contig_14212,0.646958,PiuraChilensis_v1_contig_14212,protein metabolism
PiuraChilensis_v1_contig_14212,0.646958,PiuraChilensis_v1_contig_14212,transport
PiuraChilensis_v1_contig_14213,0.684573,,
PiuraChilensis_v1_contig_14214,0.649117,,
PiuraChilensis_v1_contig_14215,0.922261,PiuraChilensis_v1_contig_14215,cell organization and biogenesis
PiuraChilensis_v1_contig_14215,0.922261,PiuraChilensis_v1_contig_14215,transport
PiuraChilensis_v1_contig_14216,0.963874,PiuraChilensis_v1_contig_14216,cell cycle and proliferation
PiuraChilensis_v1_contig_14216,0.963874,PiuraChilensis_v1_contig_14216,cell organization and biogenesis
PiuraChilensis_v1_contig_14216,0.963874,PiuraChilensis_v1_contig_14216,death
PiuraChilensis_v1_contig_14217,0.447917,,
PiuraChilensis_v1_contig_14218,1.16088,,
PiuraChilensis_v1_contig_14219,0.670624,PiuraChilensis_v1_contig_14219,other metabolic processes
PiuraChilensis_v1_contig_1422,0.83336,PiuraChilensis_v1_contig_1422,cell cycle and proliferation
PiuraChilensis_v1_contig_1422,0.83336,PiuraChilensis_v1_contig_1422,cell organization and biogenesis
PiuraChilensis_v1_contig_1422,0.83336,PiuraChilensis_v1_contig_1422,other biological processes
PiuraChilensis_v1_contig_1422,0.83336,PiuraChilensis_v1_contig_1422,protein metabolism
PiuraChilensis_v1_contig_14220,0.642413,PiuraChilensis_v1_contig_14220,cell adhesion
PiuraChilensis_v1_contig_14220,0.642413,PiuraChilensis_v1_contig_14220,other biological processes
PiuraChilensis_v1_contig_14221,0.802327,,
PiuraChilensis_v1_contig_14222,0.334336,,
PiuraChilensis_v1_contig_14223,0.682055,PiuraChilensis_v1_contig_14223,transport
PiuraChilensis_v1_contig_14224,0.749232,PiuraChilensis_v1_contig_14224,RNA metabolism
PiuraChilensis_v1_contig_14224,0.749232,PiuraChilensis_v1_contig_14224,signal transduction
PiuraChilensis_v1_contig_14225,0.550645,PiuraChilensis_v1_contig_14225,DNA metabolism
PiuraChilensis_v1_contig_14225,0.550645,PiuraChilensis_v1_contig_14225,other metabolic processes
PiuraChilensis_v1_contig_14225,0.550645,PiuraChilensis_v1_contig_14225,stress response
PiuraChilensis_v1_contig_14226,1.13298,,
PiuraChilensis_v1_contig_14227,0.597459,,
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,cell cycle and proliferation
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,cell-cell signaling
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,developmental processes
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,other biological processes
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,other metabolic processes
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,signal transduction
PiuraChilensis_v1_contig_14228,1.15607,PiuraChilensis_v1_contig_14228,transport
PiuraChilensis_v1_contig_14229,0.370241,,
PiuraChilensis_v1_contig_1423,0.626385,,
PiuraChilensis_v1_contig_14230,0.860121,PiuraChilensis_v1_contig_14230,other biological processes
PiuraChilensis_v1_contig_14230,0.860121,PiuraChilensis_v1_contig_14230,protein metabolism
PiuraChilensis_v1_contig_14231,0.519041,PiuraChilensis_v1_contig_14231,DNA metabolism
PiuraChilensis_v1_contig_14231,0.519041,PiuraChilensis_v1_contig_14231,other biological processes
